id,course_code,mid_score,mid_participation_score,mid_lab_score,final_grade,sex,age,address,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,activities,higher,health,wassce
Stu574,FRN101,16.62,4.84,2.08,A+,male,38,urban,junior high,secondary education,at home,teacher,home,father,> 1hour,< 2hours,no,no,3,32
Stu575,IT102,2.82,4.52,3.19,C+,female,45,urban,none,junior high,at home,health,reputation,other,30mins - 1 hour,5-10 hours,no,no,8,54
Stu576,FRN101,4.93,3.29,3.43,B+,female,60,rural,none,none,teacher,teacher,course,other,15-30 mins,2-5 hours,no,no,9,8
Stu577,UFS101,2.21,4.12,0.88,F,male,35,rural,none,secondary education,health,other,other,father,30mins - 1 hour,< 2hours,no,yes,3,28
Stu578,UFS101,1.76,3.56,0.6,F,male,38,rural,primary education,junior high,civil,other,reputation,mother,1-15 mins,5-10 hours,yes,yes,10,25
Stu579,UFS101,10.25,2.33,2.83,A+,female,26,urban,none,junior high,other,health,reputation,mother,30mins - 1 hour,< 2hours,yes,no,4,39
Stu580,CS102,5.16,1.87,1.58,C,female,37,urban,higher education,primary education,other,other,course,mother,15-30 mins,>10 hours,yes,no,4,22
Stu581,FRN101,7.36,2.13,3.28,A,female,39,urban,higher education,higher education,health,civil,other,mother,15-30 mins,2-5 hours,no,yes,8,21
Stu582,IT102,2.76,0.16,2.61,C,male,50,urban,secondary education,none,teacher,other,course,mother,1-15 mins,2-5 hours,no,no,2,16
Stu583,IT102,2.15,1.28,3.71,B-,male,60,urban,primary education,primary education,teacher,health,home,other,> 1hour,2-5 hours,yes,yes,1,38
Stu584,CS103,17.18,3.61,2.4,A+,male,58,rural,higher education,higher education,health,health,course,other,> 1hour,>10 hours,no,yes,4,13
Stu585,FRN101,1.88,4.56,2.04,D,male,56,urban,primary education,primary education,other,other,course,other,1-15 mins,>10 hours,no,no,1,11
Stu586,IT102,4.38,2.79,1.16,C-,male,43,rural,higher education,primary education,teacher,other,reputation,father,30mins - 1 hour,< 2hours,no,yes,8,41
Stu587,ACCT101,13.72,3.9,0.86,A+,male,32,rural,primary education,none,teacher,civil,course,father,30mins - 1 hour,>10 hours,yes,yes,4,36
Stu588,ENG101,11.43,1.61,1.89,A+,male,20,urban,higher education,secondary education,teacher,teacher,home,father,30mins - 1 hour,2-5 hours,no,no,3,9
Stu589,CS102,6.64,4.23,2.46,B+,male,34,urban,primary education,secondary education,civil,health,course,father,> 1hour,5-10 hours,yes,no,2,49
Stu590,CS102,11.33,3.36,2.12,A+,female,56,urban,secondary education,junior high,other,civil,course,father,30mins - 1 hour,5-10 hours,no,yes,7,30
Stu591,IT102,0.46,1.17,1.95,F,male,39,urban,secondary education,none,other,civil,other,father,15-30 mins,< 2hours,yes,no,4,33
Stu592,CS103,6.13,0.83,4.82,A+,female,25,rural,none,secondary education,other,civil,course,mother,> 1hour,5-10 hours,yes,yes,2,49
Stu593,ENG101,3.14,2.94,3.97,B,male,59,urban,secondary education,none,at home,civil,other,other,30mins - 1 hour,>10 hours,yes,yes,9,45
Stu594,CS102,8.8,0.54,3.32,A+,female,37,rural,primary education,higher education,at home,civil,course,father,30mins - 1 hour,2-5 hours,yes,no,3,15
Stu595,IT102,16.13,4.6,0.54,A+,male,45,urban,none,none,at home,teacher,other,father,1-15 mins,2-5 hours,yes,yes,8,51
Stu596,UFS101,6.18,1.02,4.43,A+,male,43,rural,secondary education,none,other,teacher,other,mother,15-30 mins,2-5 hours,yes,no,5,19
Stu597,IT102,4.23,1.64,0.78,D,male,21,urban,higher education,higher education,teacher,other,home,father,> 1hour,5-10 hours,yes,yes,6,52
Stu598,IT102,16.44,0.05,2.63,A+,female,43,urban,secondary education,primary education,health,health,home,other,> 1hour,< 2hours,no,yes,9,13
Stu599,ENG101,7.63,4.29,1.6,B,male,20,urban,primary education,none,teacher,health,home,mother,30mins - 1 hour,< 2hours,no,yes,10,9
Stu600,CS102,0.62,2.81,3.35,C-,male,52,urban,higher education,none,other,other,home,mother,1-15 mins,5-10 hours,no,yes,5,14
Stu601,ACCT101,5.27,3.57,2.82,B,male,55,rural,higher education,none,other,at home,home,mother,> 1hour,5-10 hours,no,yes,2,9
Stu602,CS102,1.86,2.73,3.98,B-,male,41,urban,primary education,secondary education,at home,civil,home,father,> 1hour,2-5 hours,yes,yes,9,46
Stu603,ACCT101,12.54,3.93,4.64,A+,female,31,rural,secondary education,none,other,other,course,other,> 1hour,>10 hours,yes,yes,1,45
Stu604,CS102,12.52,4.3,1.55,A+,male,40,rural,secondary education,junior high,health,other,home,mother,15-30 mins,< 2hours,yes,yes,3,43
Stu605,UFS101,17.3,4.8,3.92,A+,female,37,rural,primary education,none,health,at home,reputation,father,30mins - 1 hour,2-5 hours,yes,yes,2,51
Stu606,ENG101,8.23,2.34,1.25,B,male,28,urban,junior high,secondary education,at home,civil,course,mother,> 1hour,5-10 hours,no,no,8,22
Stu607,CS103,6.85,0.58,0.89,C+,female,55,urban,secondary education,junior high,at home,civil,other,mother,> 1hour,5-10 hours,no,yes,5,13
Stu608,FRN101,17.44,1.05,0.67,A+,male,22,urban,junior high,higher education,health,civil,other,father,15-30 mins,5-10 hours,no,yes,3,24
Stu609,ACCT101,5.36,0.77,1.36,C,female,22,urban,secondary education,secondary education,civil,health,home,other,30mins - 1 hour,>10 hours,no,yes,3,11
Stu610,CS103,15.42,4.83,4.32,A+,female,51,rural,secondary education,secondary education,at home,teacher,reputation,father,> 1hour,5-10 hours,no,yes,4,12
Stu611,IT102,0.15,3.42,4.87,B-,male,59,rural,junior high,none,civil,other,reputation,mother,15-30 mins,>10 hours,yes,no,4,24
Stu612,ACCT101,8.76,3.98,3.52,A+,female,30,urban,secondary education,none,civil,at home,other,other,30mins - 1 hour,< 2hours,no,no,9,22
Stu613,ENG101,6.2,1.43,4.52,A+,female,24,urban,junior high,none,civil,teacher,other,mother,> 1hour,>10 hours,yes,yes,7,24
Stu614,ENG101,3.17,4.2,1.91,C-,male,60,urban,higher education,primary education,at home,civil,course,father,1-15 mins,5-10 hours,no,no,3,27
Stu615,UFS101,2.37,4.83,1.73,D,male,35,urban,junior high,secondary education,teacher,health,course,mother,1-15 mins,2-5 hours,no,yes,8,33
Stu616,FRN101,12.24,0.38,1.31,A+,female,59,rural,higher education,secondary education,health,health,other,other,1-15 mins,>10 hours,yes,yes,8,46
Stu617,UFS101,5.17,3.31,1.54,C,male,32,rural,junior high,higher education,health,other,reputation,father,30mins - 1 hour,< 2hours,no,yes,6,19
Stu618,ENG101,14.46,1.03,0.8,A+,female,55,urban,secondary education,junior high,at home,health,home,father,30mins - 1 hour,5-10 hours,no,yes,6,13
Stu619,UFS101,9.26,4.39,2.22,A,male,36,urban,primary education,higher education,health,health,reputation,other,30mins - 1 hour,< 2hours,no,yes,7,42
Stu620,UFS101,15.62,3.74,0.4,A+,male,43,rural,secondary education,junior high,teacher,teacher,other,father,15-30 mins,>10 hours,yes,yes,9,53
Stu621,CS102,7.6,0.82,4.7,A+,female,38,urban,junior high,higher education,teacher,at home,home,father,30mins - 1 hour,< 2hours,yes,no,7,53
Stu622,FRN101,3.69,3.85,4.46,A-,female,39,rural,higher education,secondary education,teacher,health,course,other,15-30 mins,>10 hours,no,yes,2,34
Stu623,ENG101,6.53,2.58,2.69,B+,male,37,urban,secondary education,secondary education,teacher,teacher,home,father,> 1hour,2-5 hours,yes,yes,10,24
Stu624,CS103,7.44,3.46,0.77,C+,male,52,urban,secondary education,primary education,other,teacher,other,other,1-15 mins,2-5 hours,yes,yes,2,39
Stu625,CS102,2.32,2.8,1.99,D,male,47,urban,primary education,junior high,health,teacher,home,mother,> 1hour,< 2hours,yes,no,6,42
Stu626,CS102,8.35,4.21,4.87,A+,male,23,rural,secondary education,secondary education,teacher,teacher,reputation,father,30mins - 1 hour,2-5 hours,yes,no,7,32
Stu627,ACCT101,0.9,4.24,2.68,D,male,40,rural,junior high,none,at home,other,course,father,15-30 mins,< 2hours,yes,no,4,34
Stu628,CS102,0.26,3.94,3.68,C,female,47,rural,primary education,higher education,teacher,teacher,other,father,1-15 mins,2-5 hours,yes,yes,10,37
Stu629,ACCT101,16.33,2.86,3.74,A+,female,50,urban,higher education,junior high,civil,civil,other,mother,> 1hour,5-10 hours,no,no,9,15
Stu630,ENG101,2.07,3.91,0.38,F,female,58,urban,secondary education,primary education,civil,civil,home,father,30mins - 1 hour,2-5 hours,yes,yes,8,30
Stu631,FRN101,15.79,3.72,0.62,A+,female,21,rural,primary education,primary education,civil,teacher,reputation,mother,> 1hour,5-10 hours,no,yes,3,13
Stu632,FRN101,6.3,3.02,3.42,A-,male,19,rural,primary education,higher education,teacher,at home,other,mother,30mins - 1 hour,5-10 hours,yes,no,7,39
Stu633,CS102,6.8,4.94,2.35,B+,male,27,urban,higher education,primary education,health,teacher,home,father,> 1hour,5-10 hours,no,no,1,45
Stu634,ACCT101,5.23,2.51,4.26,A,male,38,rural,none,higher education,civil,teacher,home,father,30mins - 1 hour,2-5 hours,yes,no,8,54
Stu635,ENG101,4.38,4.31,3.56,B+,female,37,urban,junior high,secondary education,at home,teacher,reputation,other,> 1hour,< 2hours,yes,no,8,51
Stu636,ACCT101,6.73,2.7,4.9,A+,female,27,urban,none,none,civil,at home,home,other,> 1hour,< 2hours,no,no,5,14
Stu637,UFS101,12.79,4.22,1.78,A+,female,33,rural,secondary education,secondary education,teacher,other,course,father,> 1hour,2-5 hours,no,yes,1,22
Stu638,CS102,12.03,3.99,4.99,A+,male,41,rural,primary education,secondary education,at home,teacher,other,other,15-30 mins,>10 hours,yes,no,10,22
Stu639,UFS101,16.77,2.29,1.07,A+,male,27,urban,higher education,secondary education,other,teacher,home,other,30mins - 1 hour,2-5 hours,no,yes,6,51
Stu640,ACCT101,12.35,2.66,1.81,A+,female,45,rural,higher education,primary education,at home,teacher,reputation,other,30mins - 1 hour,5-10 hours,no,no,2,12
Stu641,CS103,7.07,1.41,2.65,B+,female,31,urban,higher education,secondary education,health,teacher,other,mother,15-30 mins,< 2hours,no,no,1,20
Stu642,ACCT101,10.41,2.33,3.18,A+,female,31,urban,primary education,junior high,at home,health,course,mother,30mins - 1 hour,2-5 hours,no,no,6,52
Stu643,ENG101,8.82,0.54,4.54,A+,male,49,urban,secondary education,secondary education,civil,at home,reputation,father,15-30 mins,5-10 hours,no,yes,4,29
Stu644,CS102,16.91,4.95,1.74,A+,male,59,urban,none,secondary education,other,civil,other,father,15-30 mins,< 2hours,yes,yes,10,39
Stu645,CS103,12.08,2.1,0.52,A-,female,39,rural,secondary education,secondary education,civil,health,reputation,father,> 1hour,>10 hours,no,yes,1,39
Stu646,ENG101,16.9,2.06,2.71,A+,male,37,rural,primary education,higher education,civil,at home,reputation,father,15-30 mins,2-5 hours,yes,no,6,9
Stu647,CS102,8.58,0.03,2.39,A-,male,27,urban,none,higher education,health,health,reputation,mother,> 1hour,5-10 hours,yes,yes,2,50
Stu648,UFS101,4.09,1.22,1.22,C-,male,45,urban,none,none,other,at home,reputation,other,> 1hour,2-5 hours,no,yes,9,15
Stu649,ACCT101,8.35,0.01,1.66,B+,female,24,rural,secondary education,higher education,health,health,other,mother,> 1hour,2-5 hours,no,yes,10,34
Stu650,ACCT101,15.62,2.51,4.46,A+,female,26,rural,secondary education,higher education,teacher,health,other,other,15-30 mins,< 2hours,no,yes,1,18
Stu651,CS103,4.54,1.72,2.93,B-,male,53,urban,primary education,none,at home,health,other,other,15-30 mins,>10 hours,yes,yes,9,45
Stu652,ENG101,5.72,4.49,1.06,C,female,37,rural,junior high,secondary education,health,at home,reputation,other,> 1hour,2-5 hours,no,no,9,11
Stu653,CS102,0.53,3.87,1.72,F,female,40,urban,junior high,junior high,at home,other,other,mother,> 1hour,>10 hours,yes,yes,1,34
Stu654,IT102,13.13,4.73,3.12,A+,male,56,rural,primary education,primary education,at home,civil,reputation,mother,30mins - 1 hour,< 2hours,no,no,3,52
Stu655,CS102,11.48,4.46,2.88,A+,male,20,rural,secondary education,none,health,teacher,home,mother,30mins - 1 hour,2-5 hours,no,yes,1,17
Stu656,IT102,0.37,3.89,2.34,E,female,34,urban,higher education,primary education,other,at home,home,other,30mins - 1 hour,2-5 hours,no,no,8,10
Stu657,CS102,17.12,4.24,4.36,A+,female,50,urban,secondary education,higher education,teacher,civil,home,mother,> 1hour,>10 hours,no,yes,1,12
Stu658,CS102,2.76,0.05,1.29,E,female,46,urban,secondary education,secondary education,civil,at home,reputation,other,1-15 mins,2-5 hours,yes,yes,9,18
Stu659,CS102,12.06,1.83,0.57,A-,male,51,urban,none,none,at home,at home,other,father,15-30 mins,2-5 hours,yes,no,4,40
Stu660,UFS101,7.31,2.28,0.33,C,female,33,urban,secondary education,secondary education,civil,other,reputation,other,1-15 mins,>10 hours,yes,no,6,54
Stu661,FRN101,3.67,0.12,4.51,A-,female,33,rural,none,primary education,other,at home,home,mother,1-15 mins,< 2hours,no,yes,6,54
Stu662,CS102,0.25,1.99,1.48,F,male,42,urban,primary education,none,at home,other,reputation,father,> 1hour,>10 hours,yes,no,2,48
Stu663,UFS101,13.77,2.48,3.46,A+,male,18,urban,none,none,at home,other,home,father,30mins - 1 hour,>10 hours,yes,yes,3,24
Stu664,CS103,1.56,2.18,4.84,B,female,57,rural,primary education,higher education,at home,teacher,reputation,father,15-30 mins,2-5 hours,yes,no,3,22
Stu665,FRN101,2.67,0.44,0.28,F,male,48,rural,none,none,health,health,home,father,1-15 mins,< 2hours,yes,yes,5,22
Stu666,ACCT101,0.76,3.61,3.02,C-,female,26,urban,junior high,secondary education,civil,at home,other,father,30mins - 1 hour,< 2hours,no,yes,3,37
Stu667,ACCT101,16.55,0.93,3.97,A+,female,54,urban,none,junior high,civil,other,other,other,> 1hour,>10 hours,no,no,3,30
Stu668,ENG101,5.36,2.84,2.75,B,female,54,urban,secondary education,higher education,at home,other,reputation,father,30mins - 1 hour,2-5 hours,yes,yes,4,21
Stu669,ACCT101,1.99,0.68,1.6,E,female,58,rural,none,primary education,at home,other,reputation,other,15-30 mins,5-10 hours,yes,yes,4,30
Stu670,CS103,12.08,1.28,0.39,A-,female,53,urban,none,none,other,teacher,reputation,father,15-30 mins,>10 hours,yes,yes,3,23
Stu671,ENG101,7.76,2.18,0.1,C,male,41,rural,junior high,junior high,other,civil,other,mother,15-30 mins,< 2hours,no,yes,6,47
Stu672,CS102,11.2,0.94,3.74,A+,male,46,rural,none,junior high,civil,at home,reputation,other,> 1hour,2-5 hours,yes,yes,9,25
Stu673,FRN101,7.69,2.41,0.79,C+,female,55,urban,none,primary education,teacher,teacher,reputation,mother,15-30 mins,>10 hours,yes,no,9,18
Stu674,FRN101,3.15,3.28,3.93,B,female,60,urban,none,none,civil,at home,home,mother,> 1hour,>10 hours,no,yes,7,34
Stu675,CS103,6.48,1.65,4.73,A+,female,41,urban,junior high,primary education,health,civil,reputation,father,15-30 mins,< 2hours,yes,no,2,16
Stu676,CS102,12.75,2.06,0.19,A-,female,47,urban,secondary education,higher education,civil,civil,course,mother,15-30 mins,2-5 hours,yes,yes,6,53
Stu677,CS102,16.15,0.64,3.18,A+,female,46,urban,primary education,primary education,health,health,reputation,mother,1-15 mins,5-10 hours,no,no,5,48
Stu678,IT102,1.37,1.11,4.26,B-,male,41,urban,junior high,junior high,teacher,at home,course,mother,15-30 mins,>10 hours,yes,yes,3,33
Stu679,CS102,2.85,1.16,0.36,F,female,57,rural,primary education,primary education,other,teacher,other,mother,15-30 mins,>10 hours,yes,no,1,20
Stu680,FRN101,0.04,3.3,4.58,C+,female,34,urban,none,secondary education,civil,health,other,mother,1-15 mins,< 2hours,yes,no,6,11
Stu681,FRN101,10.93,4.92,4.63,A+,male,30,urban,secondary education,secondary education,at home,teacher,other,other,> 1hour,< 2hours,no,no,3,13
Stu682,CS103,12.68,1.72,4.48,A+,male,28,rural,junior high,junior high,teacher,civil,other,mother,1-15 mins,< 2hours,no,yes,1,41
Stu683,CS103,12.55,2.96,0.24,A-,female,25,urban,none,secondary education,civil,other,course,father,1-15 mins,5-10 hours,yes,yes,3,36
Stu684,UFS101,0.75,2.15,1.57,F,male,42,urban,secondary education,primary education,at home,civil,other,other,15-30 mins,< 2hours,yes,yes,3,45
Stu685,IT102,5.37,0.35,2.72,B,male,44,urban,none,primary education,health,other,home,father,30mins - 1 hour,2-5 hours,yes,no,4,46
Stu686,FRN101,7.14,0.3,1.73,B,female,44,urban,secondary education,junior high,at home,other,other,other,> 1hour,5-10 hours,yes,no,5,15
Stu687,CS102,14.11,0.71,3.97,A+,female,28,urban,secondary education,primary education,teacher,other,reputation,mother,30mins - 1 hour,< 2hours,yes,no,3,32
Stu688,ACCT101,10.43,1.42,1.13,A-,male,18,urban,primary education,junior high,other,at home,course,mother,1-15 mins,5-10 hours,no,yes,4,54
Stu689,UFS101,2.01,0.77,4.5,B,male,18,urban,primary education,junior high,other,civil,home,father,15-30 mins,>10 hours,no,no,9,18
Stu690,FRN101,11.58,0.37,2.37,A+,male,34,rural,primary education,higher education,civil,teacher,home,father,15-30 mins,< 2hours,yes,no,10,30
Stu691,CS102,11.45,0.47,5.0,A+,male,53,urban,none,secondary education,at home,civil,other,father,1-15 mins,>10 hours,no,no,2,48
Stu692,CS102,7.54,2.23,4.86,A+,male,22,rural,junior high,higher education,teacher,civil,other,other,15-30 mins,5-10 hours,no,no,8,25
Stu693,UFS101,0.58,0.62,0.15,F,male,42,urban,secondary education,secondary education,teacher,civil,reputation,mother,15-30 mins,5-10 hours,yes,no,7,33
Stu694,CS102,8.0,1.01,2.04,B+,male,52,rural,secondary education,junior high,at home,civil,course,other,30mins - 1 hour,2-5 hours,no,yes,3,25
Stu695,FRN101,0.98,1.86,0.41,F,female,34,urban,none,junior high,other,teacher,home,mother,1-15 mins,>10 hours,no,no,2,15
Stu696,ACCT101,1.33,2.59,3.52,C,male,24,urban,none,higher education,at home,health,other,father,30mins - 1 hour,>10 hours,yes,no,3,43
Stu697,CS103,0.77,1.46,2.8,D,male,29,urban,none,none,health,civil,reputation,mother,30mins - 1 hour,2-5 hours,yes,no,3,46
Stu698,ENG101,10.16,1.42,2.81,A+,male,28,urban,secondary education,primary education,civil,at home,home,father,15-30 mins,>10 hours,yes,yes,4,26
Stu699,ENG101,14.41,1.08,0.35,A+,male,40,urban,junior high,higher education,health,at home,home,mother,> 1hour,< 2hours,yes,no,2,25
Stu700,ACCT101,16.98,2.45,0.89,A+,male,51,urban,junior high,primary education,teacher,health,home,father,1-15 mins,5-10 hours,yes,yes,7,35
Stu701,CS103,11.5,2.37,3.1,A+,female,43,rural,junior high,junior high,teacher,health,course,father,30mins - 1 hour,5-10 hours,yes,yes,1,40
Stu702,UFS101,9.47,1.36,1.48,B+,female,42,urban,higher education,junior high,other,health,reputation,father,15-30 mins,< 2hours,no,yes,7,14
Stu703,CS103,3.28,3.19,2.33,C,female,18,rural,higher education,none,at home,at home,home,mother,> 1hour,5-10 hours,no,no,3,27
Stu704,UFS101,16.66,0.98,3.91,A+,female,23,rural,junior high,none,other,other,other,mother,> 1hour,>10 hours,no,yes,7,38
Stu705,UFS101,1.81,4.56,4.15,B-,male,57,urban,higher education,primary education,civil,health,home,father,15-30 mins,>10 hours,yes,no,8,51
Stu706,ACCT101,1.84,3.88,2.76,C-,male,48,rural,primary education,primary education,at home,other,course,mother,> 1hour,>10 hours,yes,no,1,32
Stu707,ENG101,17.29,0.09,2.89,A+,female,24,rural,none,higher education,health,civil,reputation,father,30mins - 1 hour,2-5 hours,yes,no,6,52
Stu708,CS102,10.11,3.47,3.39,A+,female,55,urban,primary education,secondary education,at home,at home,course,mother,> 1hour,2-5 hours,no,no,4,32
Stu709,UFS101,11.46,1.24,4.84,A+,male,25,rural,junior high,primary education,health,other,home,father,30mins - 1 hour,>10 hours,no,no,2,49
Stu710,UFS101,5.47,2.93,2.77,B,female,57,urban,higher education,secondary education,health,teacher,other,other,> 1hour,>10 hours,no,no,8,34
Stu711,ACCT101,7.7,4.47,0.22,C,female,21,rural,primary education,secondary education,health,health,course,father,1-15 mins,>10 hours,no,no,4,10
Stu712,IT102,5.86,0.68,1.4,C+,female,35,urban,junior high,none,at home,health,course,mother,30mins - 1 hour,>10 hours,yes,no,7,37
Stu713,ACCT101,3.1,4.19,0.47,F,male,29,urban,none,none,civil,other,other,mother,1-15 mins,>10 hours,no,yes,1,44
Stu714,ACCT101,11.97,0.66,2.48,A+,male,53,urban,junior high,primary education,health,other,other,father,1-15 mins,>10 hours,yes,no,3,51
Stu715,CS103,14.32,2.05,0.5,A+,male,39,urban,none,secondary education,teacher,civil,reputation,other,> 1hour,5-10 hours,no,yes,5,29
Stu716,CS103,14.74,3.28,3.63,A+,female,43,urban,junior high,none,civil,health,home,mother,15-30 mins,2-5 hours,yes,yes,10,26
Stu717,ACCT101,2.67,4.33,3.53,B-,male,55,urban,junior high,none,at home,at home,course,mother,30mins - 1 hour,>10 hours,no,yes,7,40
Stu718,FRN101,14.77,1.85,2.13,A+,female,37,urban,none,primary education,at home,at home,reputation,father,> 1hour,2-5 hours,no,no,7,11
Stu719,ENG101,15.26,3.22,1.67,A+,female,31,rural,primary education,secondary education,teacher,civil,course,other,30mins - 1 hour,2-5 hours,yes,no,8,11
Stu720,FRN101,13.9,2.98,3.28,A+,female,31,rural,none,none,other,teacher,course,mother,1-15 mins,< 2hours,no,yes,10,53
Stu721,UFS101,12.48,2.09,0.77,A,male,24,urban,junior high,higher education,other,at home,reputation,father,> 1hour,2-5 hours,yes,yes,2,49
Stu722,IT102,2.33,2.72,0.44,F,male,18,urban,none,higher education,at home,teacher,course,other,> 1hour,5-10 hours,yes,yes,7,23
Stu723,CS103,6.66,4.12,1.53,B-,female,55,rural,none,junior high,teacher,other,home,other,15-30 mins,2-5 hours,yes,no,5,16
Stu724,FRN101,3.46,0.89,2.99,C+,male,60,urban,higher education,none,civil,other,other,father,1-15 mins,< 2hours,yes,yes,3,49
Stu725,CS103,7.05,1.17,0.96,C+,male,58,urban,none,junior high,other,at home,reputation,other,30mins - 1 hour,>10 hours,no,yes,4,47
Stu726,CS103,3.4,4.49,1.86,C-,male,44,urban,none,primary education,civil,other,reputation,other,> 1hour,< 2hours,no,no,10,30
Stu727,ACCT101,13.74,0.95,1.16,A+,male,25,rural,junior high,primary education,teacher,teacher,reputation,mother,15-30 mins,5-10 hours,no,yes,9,29
Stu728,ACCT101,0.22,1.34,0.22,F,male,26,rural,none,secondary education,at home,at home,home,mother,> 1hour,2-5 hours,no,yes,9,21
Stu729,ACCT101,15.74,0.42,4.16,A+,female,48,urban,secondary education,higher education,other,other,home,mother,30mins - 1 hour,< 2hours,yes,yes,10,39
Stu730,IT102,3.22,1.5,1.22,D,male,42,urban,primary education,junior high,other,at home,reputation,father,1-15 mins,2-5 hours,no,no,10,46
Stu731,IT102,8.12,2.75,3.53,A+,female,46,rural,secondary education,none,at home,health,home,mother,> 1hour,2-5 hours,no,no,2,42
Stu732,IT102,5.89,2.44,1.92,B-,male,30,urban,none,junior high,health,civil,course,other,15-30 mins,< 2hours,no,no,1,46
Stu733,IT102,9.12,1.87,2.64,A,male,23,urban,primary education,none,teacher,teacher,other,other,1-15 mins,2-5 hours,yes,no,6,19
Stu734,UFS101,9.18,0.01,2.15,A-,male,17,urban,primary education,primary education,other,at home,home,father,15-30 mins,>10 hours,no,no,4,40
Stu735,FRN101,8.64,2.19,0.08,C+,male,45,urban,none,higher education,health,teacher,course,father,1-15 mins,5-10 hours,yes,no,6,39
Stu736,CS102,12.41,0.58,2.84,A+,male,40,rural,secondary education,secondary education,other,health,reputation,father,15-30 mins,5-10 hours,yes,yes,5,25
Stu737,CS102,0.35,2.91,2.84,D,female,27,urban,higher education,secondary education,teacher,teacher,course,mother,> 1hour,5-10 hours,yes,no,1,31
Stu738,IT102,16.89,3.25,0.79,A+,male,20,rural,secondary education,secondary education,civil,other,reputation,father,30mins - 1 hour,>10 hours,yes,yes,3,41
Stu739,IT102,6.19,4.09,3.63,A-,male,27,urban,higher education,higher education,civil,teacher,home,other,15-30 mins,5-10 hours,no,no,2,40
Stu740,FRN101,16.43,3.91,4.19,A+,male,43,rural,secondary education,junior high,at home,health,course,mother,15-30 mins,< 2hours,no,no,6,11
Stu741,FRN101,11.7,0.16,0.73,A-,female,49,rural,junior high,primary education,at home,teacher,course,other,30mins - 1 hour,>10 hours,no,no,5,43
Stu742,FRN101,12.26,3.12,3.55,A+,male,45,urban,none,secondary education,teacher,civil,other,other,15-30 mins,< 2hours,yes,no,9,41
Stu743,UFS101,4.91,3.26,2.06,C+,female,37,urban,junior high,secondary education,at home,civil,home,mother,1-15 mins,< 2hours,no,no,9,28
Stu744,ACCT101,9.25,3.77,4.55,A+,male,44,urban,higher education,junior high,civil,at home,other,mother,> 1hour,5-10 hours,no,no,5,9
Stu745,CS102,8.76,1.75,2.1,A-,female,47,urban,primary education,primary education,teacher,health,course,father,15-30 mins,5-10 hours,no,no,1,19
Stu746,IT102,5.41,4.8,2.2,B-,male,30,rural,primary education,primary education,civil,civil,home,father,> 1hour,5-10 hours,no,no,6,22
Stu747,ENG101,13.14,1.99,1.16,A+,female,52,urban,primary education,primary education,civil,civil,other,father,30mins - 1 hour,2-5 hours,no,no,7,14
Stu748,UFS101,0.87,2.46,3.48,C,male,29,rural,secondary education,none,civil,health,home,mother,> 1hour,>10 hours,no,yes,6,22
Stu749,CS103,12.49,3.68,0.21,A-,male,22,rural,junior high,higher education,other,teacher,reputation,father,1-15 mins,2-5 hours,no,no,4,18
Stu750,ENG101,13.11,1.04,0.26,A,female,58,rural,junior high,none,at home,other,other,other,30mins - 1 hour,5-10 hours,no,no,5,41
Stu751,ACCT101,13.63,3.92,0.79,A+,female,36,rural,none,secondary education,at home,other,reputation,other,15-30 mins,>10 hours,yes,no,5,20
Stu752,UFS101,10.51,3.05,4.65,A+,female,43,urban,higher education,none,at home,at home,reputation,other,> 1hour,5-10 hours,no,yes,2,13
Stu753,CS102,8.26,4.51,1.8,B+,male,45,rural,primary education,none,teacher,civil,home,mother,> 1hour,2-5 hours,yes,yes,3,54
Stu754,IT102,1.05,3.24,1.56,F,female,33,rural,none,primary education,at home,other,home,other,> 1hour,>10 hours,no,no,1,20
Stu755,IT102,15.83,0.24,4.78,A+,female,36,urban,higher education,junior high,teacher,health,reputation,father,> 1hour,< 2hours,yes,yes,4,49
Stu756,FRN101,0.07,4.88,2.33,E,female,18,urban,junior high,higher education,health,teacher,reputation,father,30mins - 1 hour,5-10 hours,yes,yes,10,23
Stu757,ENG101,8.54,4.2,4.1,A+,male,44,urban,junior high,secondary education,other,health,other,other,> 1hour,2-5 hours,no,yes,1,42
Stu758,IT102,3.37,3.9,0.79,E,male,31,rural,secondary education,secondary education,at home,health,reputation,father,15-30 mins,2-5 hours,yes,yes,4,23
Stu759,UFS101,16.66,1.95,0.28,A+,female,53,urban,secondary education,primary education,other,at home,home,mother,> 1hour,< 2hours,yes,no,9,13
Stu760,IT102,12.24,1.06,0.8,A,female,56,urban,higher education,secondary education,other,other,course,father,30mins - 1 hour,>10 hours,yes,yes,2,48
Stu761,ACCT101,13.7,3.08,2.7,A+,male,17,rural,primary education,none,civil,health,home,father,1-15 mins,>10 hours,yes,no,10,36
Stu762,UFS101,5.68,0.4,2.53,B,male,24,urban,higher education,secondary education,at home,civil,course,father,30mins - 1 hour,2-5 hours,no,yes,5,48
Stu763,FRN101,2.34,2.28,0.05,F,male,33,rural,secondary education,primary education,other,health,reputation,other,> 1hour,5-10 hours,yes,yes,3,36
Stu764,CS102,7.92,4.58,3.51,A+,male,36,urban,none,secondary education,other,at home,home,mother,15-30 mins,>10 hours,yes,yes,1,17
